#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
ABL1,STAT3,9606.ENSP00000361423,9606.ENSP00000264657,0,0,0,0,0,0.124,0,0.691,0.718
ABL1,CDK2,9606.ENSP00000361423,9606.ENSP00000266970,0,0,0,0.658,0.085,0.149,0.9,0.494,0.929
ABL1,PPARG,9606.ENSP00000361423,9606.ENSP00000287820,0,0,0,0,0,0.299,0,0.185,0.404
ABL1,KIT,9606.ENSP00000361423,9606.ENSP00000288135,0,0,0,0.598,0,0.414,0,0.731,0.583
ABL1,MAP2K1,9606.ENSP00000361423,9606.ENSP00000302486,0,0,0,0.595,0.057,0.261,0,0.483,0.409
ABL1,BCL2L1,9606.ENSP00000361423,9606.ENSP00000302564,0,0,0,0,0,0.379,0,0.713,0.814
ABL1,TERT,9606.ENSP00000361423,9606.ENSP00000309572,0,0,0,0,0.049,0.379,0.9,0.547,0.969
ABL1,CASP3,9606.ENSP00000361423,9606.ENSP00000311032,0,0,0,0,0,0.064,0,0.511,0.522
ABL1,PRKDC,9606.ENSP00000361423,9606.ENSP00000313420,0,0,0,0,0.058,0.355,0,0.693,0.798
ABL1,LCK,9606.ENSP00000361423,9606.ENSP00000337825,0,0,0,0.887,0,0,0.9,0.585,0.906
ABL1,PTPN11,9606.ENSP00000361423,9606.ENSP00000340944,0,0,0,0.55,0.079,0.281,0,0.62,0.497
ABL1,FYN,9606.ENSP00000361423,9606.ENSP00000346671,0,0,0,0.88,0,0.105,0.9,0.644,0.913
ABL1,EPHB4,9606.ENSP00000361423,9606.ENSP00000350896,0,0,0,0.62,0.069,0.185,0.8,0.279,0.85
ABL1,MTOR,9606.ENSP00000361423,9606.ENSP00000354558,0,0,0,0,0.086,0.432,0,0.422,0.674
ABL1,JUN,9606.ENSP00000361423,9606.ENSP00000360266,0,0,0,0,0.062,0.399,0,0.693,0.812
ABL1,HSP90AB1,9606.ENSP00000361423,9606.ENSP00000360609,0,0,0,0,0,0.236,0,0.391,0.515
ABL1,PTPN1,9606.ENSP00000361423,9606.ENSP00000360683,0,0,0,0,0.062,0.465,0.9,0.31,0.96
ABL1,PRKCZ,9606.ENSP00000361423,9606.ENSP00000367830,0,0,0,0.561,0,0.379,0,0.153,0.41
ABL1,AR,9606.ENSP00000361423,9606.ENSP00000363822,0,0,0,0,0,0.23,0,0.327,0.459
ABL1,ALOX5,9606.ENSP00000361423,9606.ENSP00000363512,0,0,0,0,0,0,0,0.468,0.468
ABL1,PRKCD,9606.ENSP00000361423,9606.ENSP00000378217,0,0,0,0.567,0.062,0.398,0,0.473,0.526
ABL1,CDK1,9606.ENSP00000361423,9606.ENSP00000378699,0,0,0,0.664,0.062,0.473,0,0.415,0.552
ABL1,JAK2,9606.ENSP00000361423,9606.ENSP00000371067,0,0,0,0.577,0,0.379,0,0.748,0.572
ABL1,VAV1,9606.ENSP00000361423,9606.ENSP00000472929,0,0,0,0.547,0.064,0.467,0,0.439,0.577
ABL1,YES1,9606.ENSP00000361423,9606.ENSP00000462468,0,0,0,0.883,0,0,0.9,0.506,0.905
ABL1,NTRK1,9606.ENSP00000361423,9606.ENSP00000431418,0,0,0,0.645,0,0.379,0.9,0.334,0.942
ABL1,SRC,9606.ENSP00000361423,9606.ENSP00000362680,0,0,0,0.882,0.067,0.379,0.9,0.922,0.943
ADA,FAP,9606.ENSP00000361965,9606.ENSP00000188790,0,0,0,0,0.063,0.354,0,0.325,0.555
ADA,NR3C1,9606.ENSP00000361965,9606.ENSP00000231509,0,0,0,0,0,0.379,0,0.094,0.413
ADA,ADORA2A,9606.ENSP00000361965,9606.ENSP00000336630,0,0,0,0,0,0.388,0,0.839,0.897
ADA,ADORA1,9606.ENSP00000361965,9606.ENSP00000356205,0,0,0,0,0,0.388,0,0.86,0.911
ADA,ADORA3,9606.ENSP00000361965,9606.ENSP00000358730,0,0,0,0,0,0.055,0,0.86,0.862
ADA,DRD1,9606.ENSP00000361965,9606.ENSP00000377353,0,0,0,0,0,0.388,0,0.198,0.488
ADAM17,MAPK1,9606.ENSP00000309968,9606.ENSP00000215832,0,0,0,0,0.061,0.379,0,0.454,0.654
ADAM17,MAPK14,9606.ENSP00000309968,9606.ENSP00000229795,0,0,0,0,0,0,0,0.671,0.672
ADAM17,MMP8,9606.ENSP00000309968,9606.ENSP00000236826,0,0,0,0,0,0,0,0.54,0.54
ADAM17,MAPK3,9606.ENSP00000309968,9606.ENSP00000263025,0,0,0,0,0.061,0,0,0.523,0.533
ADAM17,IL1B,9606.ENSP00000309968,9606.ENSP00000263341,0,0,0,0,0.057,0,0,0.58,0.587
ADAM17,STAT3,9606.ENSP00000309968,9606.ENSP00000264657,0,0,0,0,0,0,0,0.441,0.441
ADAM17,MMP3,9606.ENSP00000309968,9606.ENSP00000299855,0,0,0,0,0,0,0,0.623,0.623
ADAM17,PRKCB,9606.ENSP00000309968,9606.ENSP00000305355,0,0,0,0,0,0,0.9,0,0.9
ADAM17,F2,9606.ENSP00000309968,9606.ENSP00000308541,0,0,0,0,0,0,0,0.588,0.588
ADAM17,CASP3,9606.ENSP00000309968,9606.ENSP00000311032,0,0,0,0,0,0,0,0.408,0.408
ADAM17,PDPK1,9606.ENSP00000309968,9606.ENSP00000344220,0,0,0,0,0,0.379,0,0.124,0.432
ADAM17,BACE2,9606.ENSP00000309968,9606.ENSP00000332979,0,0,0,0,0,0,0,0.545,0.545
ADAM17,MMP1,9606.ENSP00000309968,9606.ENSP00000322788,0,0,0,0,0,0,0,0.587,0.587
ADAM17,PTGS2,9606.ENSP00000309968,9606.ENSP00000356438,0,0,0,0,0,0,0,0.591,0.591
ADAM17,SRC,9606.ENSP00000309968,9606.ENSP00000362680,0,0,0,0,0,0.379,0,0.497,0.674
ADAM17,PRKCA,9606.ENSP00000309968,9606.ENSP00000408695,0,0,0,0,0,0,0.9,0.083,0.904
ADCY1,OPRD1,9606.ENSP00000297323,9606.ENSP00000234961,0,0,0,0,0.063,0.06,0.9,0.21,0.921
ADCY1,PRKCG,9606.ENSP00000297323,9606.ENSP00000263431,0,0,0,0,0.133,0,0.6,0.206,0.7
ADCY1,OPRK1,9606.ENSP00000297323,9606.ENSP00000265572,0,0,0,0,0.063,0.06,0.9,0.24,0.924
ADCY1,HTR6,9606.ENSP00000297323,9606.ENSP00000289753,0,0,0,0,0.063,0.06,0.9,0.069,0.907
ADCY1,CXCR1,9606.ENSP00000297323,9606.ENSP00000295683,0,0,0,0,0.063,0.06,0.9,0,0.904
ADCY1,CCR1,9606.ENSP00000297323,9606.ENSP00000296140,0,0,0,0,0.063,0.06,0.9,0,0.904
ADCY1,MAP3K15,9606.ENSP00000297323,9606.ENSP00000345629,0,0,0,0,0,0,0,0.439,0.439
ADCY1,PRKCB,9606.ENSP00000297323,9606.ENSP00000305355,0,0,0,0,0.062,0,0.6,0.138,0.648
ADCY1,PDE3A,9606.ENSP00000297323,9606.ENSP00000351957,0,0,0,0,0,0,0.65,0.242,0.723
ADCY1,PDE7A,9606.ENSP00000297323,9606.ENSP00000385632,0,0,0,0,0.108,0.137,0.65,0.233,0.765
ADCY1,PRKCA,9606.ENSP00000297323,9606.ENSP00000408695,0,0,0,0,0.061,0,0.6,0.442,0.772
ADCY1,PDE10A,9606.ENSP00000297323,9606.ENSP00000438284,0,0,0,0,0.131,0.137,0.65,0.356,0.808
ADCY1,PDE4D,9606.ENSP00000297323,9606.ENSP00000345502,0,0,0,0,0.108,0.157,0.65,0.374,0.813
ADCY1,PDE2A,9606.ENSP00000297323,9606.ENSP00000334910,0,0,0,0,0.134,0.137,0.65,0.371,0.813
ADCY1,PDE4B,9606.ENSP00000297323,9606.ENSP00000332116,0,0,0,0,0.108,0.157,0.65,0.389,0.817
ADCY1,PRKCD,9606.ENSP00000297323,9606.ENSP00000378217,0,0,0,0,0.064,0,0.8,0.139,0.824
ADCY1,EDNRA,9606.ENSP00000297323,9606.ENSP00000315011,0,0,0,0,0.063,0.06,0.9,0.049,0.905
ADCY1,PRKCE,9606.ENSP00000297323,9606.ENSP00000306124,0,0,0,0,0.064,0,0.9,0.067,0.905
ADCY1,ADORA3,9606.ENSP00000297323,9606.ENSP00000358730,0,0,0,0,0.063,0.06,0.9,0.266,0.926
ADCY1,ADORA1,9606.ENSP00000297323,9606.ENSP00000356205,0,0,0,0,0.118,0.06,0.9,0.286,0.932
ADCY1,DRD3,9606.ENSP00000297323,9606.ENSP00000373169,0,0,0,0,0.063,0.06,0.9,0.446,0.944
ADCY1,DRD1,9606.ENSP00000297323,9606.ENSP00000377353,0,0,0,0,0.118,0.06,0.9,0.543,0.957
ADORA1,OPRD1,9606.ENSP00000356205,9606.ENSP00000234961,0,0,0,0.58,0.061,0,0.9,0.533,0.923
ADORA1,MAPK3,9606.ENSP00000356205,9606.ENSP00000263025,0,0,0,0,0.065,0,0,0.45,0.463
ADORA1,P2RX3,9606.ENSP00000356205,9606.ENSP00000263314,0,0,0,0,0,0,0,0.51,0.51
ADORA1,OPRK1,9606.ENSP00000356205,9606.ENSP00000265572,0,0,0,0.607,0.061,0,0.9,0.533,0.921
ADORA1,REN,9606.ENSP00000356205,9606.ENSP00000272190,0,0,0,0,0.062,0,0,0.473,0.484
ADORA1,CXCR1,9606.ENSP00000356205,9606.ENSP00000295683,0,0,0,0.58,0,0,0.9,0.136,0.904
ADORA1,CCR1,9606.ENSP00000356205,9606.ENSP00000296140,0,0,0,0,0.061,0,0.9,0.111,0.909
ADORA1,P2RX7,9606.ENSP00000356205,9606.ENSP00000330696,0,0,0,0,0,0,0,0.53,0.53
ADORA1,ADORA2A,9606.ENSP00000356205,9606.ENSP00000336630,0,0,0,0.93,0.062,0.454,0,0.714,0.492
ADORA1,DRD1,9606.ENSP00000356205,9606.ENSP00000377353,0,0,0,0.698,0.152,0.379,0,0.669,0.559
ADORA1,ADORA3,9606.ENSP00000356205,9606.ENSP00000358730,0,0,0,0.727,0,0,0.9,0.759,0.92
ADORA1,DRD3,9606.ENSP00000356205,9606.ENSP00000373169,0,0,0,0.645,0.062,0,0.9,0.647,0.924
ADORA2A,ATP12A,9606.ENSP00000336630,9606.ENSP00000218548,0,0,0,0,0,0,0,0.413,0.413
ADORA2A,MAPK3,9606.ENSP00000336630,9606.ENSP00000263025,0,0,0,0,0,0,0,0.48,0.48
ADORA2A,P2RX3,9606.ENSP00000336630,9606.ENSP00000263314,0,0,0,0,0,0,0,0.477,0.477
ADORA2A,REN,9606.ENSP00000336630,9606.ENSP00000272190,0,0,0,0,0,0,0,0.42,0.42
ADORA2A,CASP3,9606.ENSP00000336630,9606.ENSP00000311032,0,0,0,0,0,0.055,0,0.407,0.416
ADORA2A,P2RX7,9606.ENSP00000336630,9606.ENSP00000330696,0,0,0,0,0,0,0,0.539,0.539
ADORA3,OPRD1,9606.ENSP00000358730,9606.ENSP00000234961,0,0,0,0,0,0,0.9,0.526,0.95
ADORA3,MAPK3,9606.ENSP00000358730,9606.ENSP00000263025,0,0,0,0,0,0,0,0.473,0.473
ADORA3,P2RX3,9606.ENSP00000358730,9606.ENSP00000263314,0,0,0,0,0,0,0,0.491,0.491
ADORA3,OPRK1,9606.ENSP00000358730,9606.ENSP00000265572,0,0,0,0,0,0,0.9,0.515,0.949
ADORA3,REN,9606.ENSP00000358730,9606.ENSP00000272190,0,0,0,0,0,0,0,0.429,0.429
ADORA3,CXCR1,9606.ENSP00000358730,9606.ENSP00000295683,0,0,0,0,0.125,0,0.9,0.139,0.918
ADORA3,CCR1,9606.ENSP00000358730,9606.ENSP00000296140,0,0,0,0,0.214,0,0.9,0.136,0.926
ADORA3,P2RX7,9606.ENSP00000358730,9606.ENSP00000330696,0,0,0,0,0.076,0,0,0.53,0.547
ADORA3,DRD1,9606.ENSP00000358730,9606.ENSP00000377353,0,0,0,0,0,0,0,0.629,0.629
ADORA3,DRD3,9606.ENSP00000358730,9606.ENSP00000373169,0,0,0,0.577,0,0,0.9,0.63,0.925
ALK,MAPK1,9606.ENSP00000373700,9606.ENSP00000215832,0,0,0,0,0,0.309,0,0.405,0.572
ALK,MDM2,9606.ENSP00000373700,9606.ENSP00000258149,0,0,0,0,0,0.05,0,0.473,0.477
ALK,MAPK3,9606.ENSP00000373700,9606.ENSP00000263025,0,0,0,0,0,0.261,0,0.514,0.625
ALK,PIK3CA,9606.ENSP00000373700,9606.ENSP00000263967,0,0,0,0,0.058,0.124,0.8,0.736,0.95
ALK,STAT3,9606.ENSP00000373700,9606.ENSP00000264657,0,0,0,0,0,0.181,0,0.619,0.674
ALK,IGF1R,9606.ENSP00000373700,9606.ENSP00000268035,0,0,0,0.607,0,0.389,0,0.61,0.531
ALK,PIK3CB,9606.ENSP00000373700,9606.ENSP00000289153,0,0,0,0,0.058,0.181,0.8,0.208,0.861
ALK,MAP2K1,9606.ENSP00000373700,9606.ENSP00000302486,0,0,0,0.562,0,0.261,0,0.585,0.444
ALK,INSR,9606.ENSP00000373700,9606.ENSP00000303830,0,0,0,0.597,0,0.389,0,0.384,0.477
ALK,TERT,9606.ENSP00000373700,9606.ENSP00000309572,0,0,0,0,0.049,0,0,0.444,0.448
ALK,CASP3,9606.ENSP00000373700,9606.ENSP00000311032,0,0,0,0,0,0.064,0,0.416,0.43
ALK,PTPN11,9606.ENSP00000373700,9606.ENSP00000340944,0,0,0,0,0.062,0.185,0,0.557,0.632
ALK,RET,9606.ENSP00000373700,9606.ENSP00000347942,0,0,0,0.598,0.061,0.096,0,0.814,0.401
ALK,MTOR,9606.ENSP00000373700,9606.ENSP00000354558,0,0,0,0,0.058,0.124,0,0.477,0.531
ALK,JUN,9606.ENSP00000373700,9606.ENSP00000360266,0,0,0,0,0,0.185,0,0.315,0.418
ALK,HSP90AB1,9606.ENSP00000373700,9606.ENSP00000360609,0,0,0,0,0,0.236,0,0.351,0.483
ALK,SRC,9606.ENSP00000373700,9606.ENSP00000362680,0,0,0,0.696,0.063,0.439,0,0.605,0.55
ALK,PIK3CD,9606.ENSP00000373700,9606.ENSP00000366563,0,0,0,0,0.058,0.124,0.8,0.05,0.822
ALK,JAK2,9606.ENSP00000373700,9606.ENSP00000371067,0,0,0,0.557,0.063,0.118,0.8,0.558,0.863
ALK,JAK3,9606.ENSP00000373700,9606.ENSP00000391676,0,0,0,0.555,0.063,0.389,0.8,0.563,0.905
ALOX5,MAPK1,9606.ENSP00000363512,9606.ENSP00000215832,0,0,0,0,0,0,0,0.594,0.594
ALOX5,MAPK14,9606.ENSP00000363512,9606.ENSP00000229795,0,0,0,0,0,0,0,0.478,0.478
ALOX5,MAPK3,9606.ENSP00000363512,9606.ENSP00000263025,0,0,0,0,0,0,0,0.421,0.42
ALOX5,IL1B,9606.ENSP00000363512,9606.ENSP00000263341,0,0,0,0,0.098,0,0,0.477,0.508
ALOX5,PPARG,9606.ENSP00000363512,9606.ENSP00000287820,0,0,0,0,0,0,0,0.421,0.42
ALOX5,CASP3,9606.ENSP00000363512,9606.ENSP00000311032,0,0,0,0,0,0,0,0.416,0.416
ALOX5,PTGES,9606.ENSP00000363512,9606.ENSP00000342385,0,0,0,0,0,0,0,0.67,0.67
ALOX5,PTGS1,9606.ENSP00000363512,9606.ENSP00000354612,0,0,0,0,0.095,0,0.9,0.728,0.973
ALOX5,PTGS2,9606.ENSP00000363512,9606.ENSP00000356438,0,0,0,0,0.08,0,0.9,0.758,0.975
ALOX5,SYK,9606.ENSP00000363512,9606.ENSP00000364907,0,0,0,0,0.253,0,0,0.245,0.411
ALOX5,TBXAS1,9606.ENSP00000363512,9606.ENSP00000389414,0,0,0,0,0.12,0,0,0.635,0.665
ALOX5,PLA2G2A,9606.ENSP00000363512,9606.ENSP00000383364,0,0,0,0,0.061,0,0.65,0.551,0.839
AR,MAPK1,9606.ENSP00000363822,9606.ENSP00000215832,0,0,0,0,0,0.399,0,0.651,0.782
AR,AURKA,9606.ENSP00000363822,9606.ENSP00000216911,0,0,0,0,0.062,0,0,0.507,0.518
AR,CDKN1B,9606.ENSP00000363822,9606.ENSP00000228872,0,0,0,0,0,0,0,0.478,0.478
AR,MAPK14,9606.ENSP00000363822,9606.ENSP00000229795,0,0,0,0,0,0.073,0.9,0.462,0.945
AR,NR3C1,9606.ENSP00000363822,9606.ENSP00000231509,0,0,0,0.816,0,0.379,0.9,0.806,0.944
AR,CDC25B,9606.ENSP00000363822,9606.ENSP00000245960,0,0,0,0,0,0.379,0,0.187,0.473
AR,VHL,9606.ENSP00000363822,9606.ENSP00000256474,0,0,0,0,0,0.384,0,0.155,0.457
AR,MDM2,9606.ENSP00000363822,9606.ENSP00000258149,0,0,0,0,0,0.393,0,0.557,0.72
AR,CREBBP,9606.ENSP00000363822,9606.ENSP00000262367,0,0,0,0,0,0.574,0.9,0.477,0.975
AR,MAPK3,9606.ENSP00000363822,9606.ENSP00000263025,0,0,0,0,0,0.073,0,0.541,0.556
AR,BRD4,9606.ENSP00000363822,9606.ENSP00000263377,0,0,0,0,0,0.46,0,0.653,0.805
AR,PIK3CA,9606.ENSP00000363822,9606.ENSP00000263967,0,0,0,0,0,0,0.9,0.473,0.945
AR,STAT3,9606.ENSP00000363822,9606.ENSP00000264657,0,0,0,0,0,0.386,0,0.743,0.836
AR,CDK2,9606.ENSP00000363822,9606.ENSP00000266970,0,0,0,0,0,0,0,0.535,0.535
AR,IGF1R,9606.ENSP00000363822,9606.ENSP00000268035,0,0,0,0,0.051,0.085,0,0.77,0.783
AR,KIT,9606.ENSP00000363822,9606.ENSP00000288135,0,0,0,0,0,0.051,0,0.459,0.464
AR,BCL2L1,9606.ENSP00000363822,9606.ENSP00000302564,0,0,0,0,0,0.064,0,0.698,0.706
AR,CDC25A,9606.ENSP00000363822,9606.ENSP00000303706,0,0,0,0,0,0.379,0,0.258,0.519
AR,INSR,9606.ENSP00000363822,9606.ENSP00000303830,0,0,0,0,0.061,0.085,0,0.522,0.553
AR,PRKCB,9606.ENSP00000363822,9606.ENSP00000305355,0,0,0,0,0,0.348,0,0.318,0.536
AR,CASP3,9606.ENSP00000363822,9606.ENSP00000311032,0,0,0,0,0,0.39,0,0.6,0.746
AR,PRKDC,9606.ENSP00000363822,9606.ENSP00000313420,0,0,0,0,0,0.379,0,0.594,0.737
AR,MET,9606.ENSP00000363822,9606.ENSP00000317272,0,0,0,0,0,0.085,0,0.738,0.75
AR,MMP1,9606.ENSP00000363822,9606.ENSP00000322788,0,0,0,0,0.061,0,0,0.499,0.509
AR,GSK3B,9606.ENSP00000363822,9606.ENSP00000324806,0,0,0,0,0,0.407,0.9,0.49,0.967
AR,PGR,9606.ENSP00000363822,9606.ENSP00000325120,0,0,0,0.813,0.069,0,0.9,0.904,0.919
AR,PPP1CC,9606.ENSP00000363822,9606.ENSP00000341779,0,0,0,0,0,0.082,0,0.43,0.454
AR,NR3C2,9606.ENSP00000363822,9606.ENSP00000350815,0,0,0,0.779,0.061,0.379,0.9,0.67,0.945
AR,MTOR,9606.ENSP00000363822,9606.ENSP00000354558,0,0,0,0,0,0,0,0.55,0.55
AR,PARP1,9606.ENSP00000363822,9606.ENSP00000355759,0,0,0,0,0,0,0,0.445,0.445
AR,PTGS2,9606.ENSP00000363822,9606.ENSP00000356438,0,0,0,0,0,0.05,0,0.437,0.442
AR,CASP7,9606.ENSP00000363822,9606.ENSP00000358327,0,0,0,0,0,0.325,0,0.228,0.456
AR,JUN,9606.ENSP00000363822,9606.ENSP00000360266,0,0,0,0,0,0.454,0,0.535,0.736
AR,HSP90AB1,9606.ENSP00000363822,9606.ENSP00000360609,0,0,0,0,0,0.474,0.9,0.609,0.977
AR,CDK9,9606.ENSP00000363822,9606.ENSP00000362361,0,0,0,0,0,0.379,0,0.756,0.842
AR,PIM1,9606.ENSP00000363822,9606.ENSP00000362608,0,0,0,0,0,0,0,0.595,0.595
AR,SRC,9606.ENSP00000363822,9606.ENSP00000362680,0,0,0,0,0,0.407,0.9,0.857,0.99
AR,PPP2CA,9606.ENSP00000363822,9606.ENSP00000418447,0,0,0,0,0,0.349,0,0.185,0.446
AR,IARS,9606.ENSP00000363822,9606.ENSP00000364794,0,0,0,0,0,0.379,0,0.162,0.457
AR,CDK1,9606.ENSP00000363822,9606.ENSP00000378699,0,0,0,0,0,0.379,0,0.734,0.827
AR,CYP19A1,9606.ENSP00000363822,9606.ENSP00000379683,0,0,0,0,0,0.085,0,0.873,0.879
ATP12A,PTGS1,9606.ENSP00000218548,9606.ENSP00000354612,0,0,0,0,0.062,0,0,0.4,0.413
ATP12A,REN,9606.ENSP00000218548,9606.ENSP00000272190,0,0,0,0,0.062,0.053,0,0.432,0.451
ATP12A,F2,9606.ENSP00000218548,9606.ENSP00000308541,0,0,0,0,0,0.123,0,0.527,0.567
ATP12A,PTGS2,9606.ENSP00000218548,9606.ENSP00000356438,0,0,0,0,0.063,0,0,0.668,0.675
ATP2A1,INSR,9606.ENSP00000349595,9606.ENSP00000303830,0,0,0,0,0.062,0.076,0,0.435,0.467
AURKA,IKBKB,9606.ENSP00000216911,9606.ENSP00000430684,0,0,0,0.621,0,0.344,0,0.303,0.412
AURKA,MTOR,9606.ENSP00000216911,9606.ENSP00000354558,0,0,0,0,0,0.109,0,0.375,0.419
AURKA,PGR,9606.ENSP00000216911,9606.ENSP00000325120,0,0,0,0,0.062,0,0,0.417,0.429
AURKA,CASP3,9606.ENSP00000216911,9606.ENSP00000311032,0,0,0,0,0.061,0,0,0.44,0.451
AURKA,HSP90AB1,9606.ENSP00000216911,9606.ENSP00000360609,0,0,0,0,0.069,0.08,0,0.444,0.482
AURKA,PIK3CA,9606.ENSP00000216911,9606.ENSP00000263967,0,0,0,0,0,0.065,0,0.483,0.496
AURKA,PARP1,9606.ENSP00000216911,9606.ENSP00000355759,0,0,0,0,0.198,0.261,0,0.32,0.562
AURKA,VHL,9606.ENSP00000216911,9606.ENSP00000256474,0,0,0,0,0,0.379,0,0.327,0.564
AURKA,BCL2L1,9606.ENSP00000216911,9606.ENSP00000302564,0,0,0,0,0.062,0.348,0,0.365,0.578
AURKA,PPP1CC,9606.ENSP00000216911,9606.ENSP00000341779,0,0,0,0,0.09,0.535,0,0.269,0.664
AURKA,MDM2,9606.ENSP00000216911,9606.ENSP00000258149,0,0,0,0,0,0.379,0,0.517,0.687
AURKA,CDC25A,9606.ENSP00000216911,9606.ENSP00000303706,0,0,0,0,0.56,0,0,0.455,0.75
AURKA,CDC25C,9606.ENSP00000216911,9606.ENSP00000321656,0,0,0,0,0.712,0,0,0.626,0.887
AURKA,PSMB1,9606.ENSP00000216911,9606.ENSP00000262193,0,0,0,0,0.085,0,0.9,0,0.904
AURKA,CDKN1B,9606.ENSP00000216911,9606.ENSP00000228872,0,0,0,0,0,0.873,0,0.316,0.909
AURKA,PSMB5,9606.ENSP00000216911,9606.ENSP00000355325,0,0,0,0,0.088,0.105,0.9,0,0.911
AURKA,PAK1,9606.ENSP00000216911,9606.ENSP00000278568,0,0,0.363,0.67,0.062,0,0.9,0.221,0.918
AURKA,PSMB2,9606.ENSP00000216911,9606.ENSP00000362334,0,0,0,0,0.154,0,0.9,0.161,0.922
AURKA,CDK2,9606.ENSP00000216911,9606.ENSP00000266970,0,0,0.431,0.76,0.303,0.88,0,0.587,0.932
AURKA,GSK3B,9606.ENSP00000216911,9606.ENSP00000324806,0,0,0.326,0.624,0,0.394,0.9,0.485,0.953
AURKA,CDC25B,9606.ENSP00000216911,9606.ENSP00000245960,0,0,0,0,0.146,0.379,0.9,0.739,0.984
AURKA,AURKB,9606.ENSP00000216911,9606.ENSP00000313950,0,0,0.445,0.959,0.925,0.094,0.9,0.878,0.993
AURKA,CDK1,9606.ENSP00000216911,9606.ENSP00000378699,0,0,0.424,0.755,0.965,0.88,0.9,0.817,0.999
AURKB,CDKN1B,9606.ENSP00000313950,9606.ENSP00000228872,0,0,0,0,0,0.132,0,0.386,0.444
AURKB,CDC25B,9606.ENSP00000313950,9606.ENSP00000245960,0,0,0,0,0.157,0,0,0.663,0.704
AURKB,MDM2,9606.ENSP00000313950,9606.ENSP00000258149,0,0,0,0,0,0,0,0.448,0.448
AURKB,PSMB1,9606.ENSP00000313950,9606.ENSP00000262193,0,0,0,0,0.09,0,0.9,0.063,0.907
AURKB,BRD4,9606.ENSP00000313950,9606.ENSP00000263377,0,0,0,0,0.062,0,0,0.544,0.554
AURKB,CDK2,9606.ENSP00000313950,9606.ENSP00000266970,0,0,0.438,0.724,0.433,0.184,0,0.635,0.646
AURKB,CDC25A,9606.ENSP00000313950,9606.ENSP00000303706,0,0,0,0,0.587,0,0,0.496,0.783
AURKB,CASP3,9606.ENSP00000313950,9606.ENSP00000311032,0,0,0,0,0.062,0,0,0.452,0.464
AURKB,MTOR,9606.ENSP00000313950,9606.ENSP00000354558,0,0,0,0,0,0.109,0,0.364,0.409
AURKB,PARP1,9606.ENSP00000313950,9606.ENSP00000355759,0,0,0,0,0.134,0.299,0,0.52,0.683
AURKB,PSMB5,9606.ENSP00000313950,9606.ENSP00000355325,0,0,0,0,0.083,0,0.9,0.049,0.905
AURKB,PSMB2,9606.ENSP00000313950,9606.ENSP00000362334,0,0,0,0,0.116,0,0.9,0.072,0.91
